symbol,name,industry,market_price,price_date,report_quarter,pe_ratio,value_score,eps_yoy,growth_score,avg_revenue_yoy_3m,momentum_score,op_margin,profit_score,cash_quality,quality_score,equity_to_assets_ratio,safety_score,total_score
3257,虹冠電,半導體業,73.8,2023-12-28,2023Q3,30.12,49.950174389636274,70.27,100.0,301.24,100.0,25.873201529328902,100.0,1.521070533032101,100.0,88.4250540004227,100.0,94.99501743896363
1808,潤隆,建材營造業,100.0,2023-12-28,2023Q3,6.86,100.0,10171.43,100.0,19396.420000000002,100.0,32.18387769769912,100.0,1.801912917501992,100.0,25.9579865923325,14.894966480831249,91.48949664808312
9927,泰銘,其他業,70.3,2023-12-28,2023Q3,12.08,80.69420539300057,55.52,100.0,36.07666666666667,100.0,11.745929788595696,33.72964894297848,1.5539322764509504,100.0,81.9086175009162,100.0,88.12886788074682
2718,晶悅,建材營造業,52.9,2023-12-28,2023Q3,0.0,0.0,2052.63,100.0,1149.7033333333331,100.0,38.949965756735025,100.0,1.6264860993758776,100.0,51.0,77.5,87.75
8446,華研,文化創意業,106.5,2023-12-28,2023Q3,0.0,0.0,63.34,100.0,24.106666666666666,100.0,41.932059189195776,100.0,1.4397347057703513,100.0,50.0,75.0,87.5
2910,統領,貿易百貨業,28.35,2023-12-28,2023Q3,28.07,50.0,131.43,100.0,117.68666666666667,100.0,36.733987496769885,100.0,1.0645480016655728,80.64971452365327,44.4373404686042,61.09335117151049,87.2392780218817
2542,興富發,建材營造業,40.15,2023-12-28,2023Q3,13.7,64.6683276237932,82.43,100.0,67.47666666666667,100.0,27.866556701329603,100.0,4.480551894868034,100.0,20.5501811294965,1.3754528237412522,86.60437804475345
3014,聯陽,半導體業,150.0,2023-12-28,2023Q3,16.57,94.95930908486963,23.73,47.46,48.56,100.0,29.43416194843164,100.0,1.657804578208736,100.0,77.3916952288124,100.0,86.36093090848698
1437,勤益控,其他業,30.0,2023-12-28,2023Q3,10.68,88.7263339070568,56.25,100.0,30.133333333333336,100.0,52.43163834460008,100.0,0.7725931879351161,38.94188399073087,57.8996198657613,94.74904966440324,86.13591515529217
2901,欣欣,貿易百貨業,26.85,2023-12-28,2023Q3,78.97,0.0,57.89,100.0,31.03333333333333,100.0,19.50441684412157,72.52208422060787,1.6431064572425829,100.0,87.3052555125708,100.0,85.87831263309118
3266,昇陽,建材營造業,19.0,2023-12-28,2023Q3,16.67,46.169417626907496,111.54,100.0,340.99666666666667,100.0,18.269295953457988,66.34647976728994,2.374325319415557,100.0,40.1997384705597,50.49934617639925,84.61884834542415
1108,幸福,水泥工業,15.9,2023-12-28,2023Q3,8.64,89.87473903966597,54.67,100.0,20.093333333333334,100.0,13.757737489190347,43.78868744595174,1.0639236467552646,80.56052096503781,51.0399971605009,77.59999290125225,84.42788050399216
5222,全訊,半導體業,167.0,2023-12-28,2023Q3,30.09,50.049825610363726,116.93,100.0,24.713333333333335,100.0,35.46290394126025,100.0,0.8252641466674987,46.466306666785535,85.4997743395651,100.0,84.29824389439348
