symbol,name,industry,price_date,market_price,report_quarter,pe_ratio,value_score,eps_yoy,growth_score,avg_revenue_yoy_3m,momentum_score,op_margin,profit_score,cash_quality,quality_score,equity_to_assets_ratio,safety_score,total_score
8261,富鼎,半導體業,2025-06-27,84.3,2025Q1,15.41,93.27259341063868,95.95,100.0,22.296666666666667,100.0,23.906004682165864,94.53002341082933,1.8236051927460113,100.0,89.8709171142848,100.0,98.50676285268827
2330,台積電,半導體業,2025-06-27,1080.0,2025Q1,21.39,71.25897294312534,60.34,100.0,44.72,100.0,48.50509750053352,100.0,1.7301873265480585,100.0,63.9839993998167,100.0,97.12589729431254
1783,和康生,生技醫療業,2025-06-27,43.15,2025Q1,18.52,52.11416490486259,65.62,100.0,33.91,100.0,29.365451148825212,100.0,1.5769198097179749,100.0,87.136871977679,100.0,95.21141649048626
6515,穎崴,半導體業,2025-06-27,1230.0,2025Q1,27.58,48.47229891404381,196.21,100.0,53.60333333333333,100.0,31.670560356103906,100.0,1.3170666832025693,100.0,61.3124634388283,100.0,94.84722989140438
6951,青新-創,,2025-06-27,77.5,2025Q1,15.29,48.06666666666668,53.42,100.0,23.939999999999998,100.0,36.83415077623297,100.0,1.5322874650946323,100.0,71.3521754471608,100.0,94.80666666666667
3056,富華新,建材營造業,2025-06-27,33.85,2025Q1,4.36,100.0,1238.46,100.0,520.9566666666666,100.0,20.350687978496808,76.75343989248404,3.726331918457468,100.0,51.0913885579077,77.72847139476924,94.28586312334953
2615,萬海,航運業,2025-06-27,92.0,2025Q1,5.01,100.0,88.48,100.0,11.75,58.75,24.92432096742336,99.62160483711679,1.5256471907531106,100.0,64.185974226299,100.0,91.69324072556752
2539,櫻花建,建材營造業,2025-06-27,64.7,2025Q1,16.13,39.217032967032985,292.5,100.0,348.85999999999996,100.0,35.076196005877385,100.0,1.3164255264591813,100.0,48.8665038449745,72.16625961243625,91.13832925794692
2534,宏盛,建材營造業,2025-06-27,25.3,2025Q1,16.43,37.15659340659341,910.0,100.0,689.2533333333334,100.0,28.286851069420045,100.0,2.033591877916509,100.0,46.8190509833864,67.047627458466,90.42042208650594
6187,萬潤,半導體業,2025-06-27,398.5,2025Q1,0.0,0.0,72.46,100.0,38.54333333333333,100.0,33.74445233944064,100.0,2.9394272645860253,100.0,71.0,100.0,90.0
6788,華景電,半導體業,2025-06-27,232.0,2025Q1,0.0,0.0,55.3,100.0,43.78666666666667,100.0,29.10861428427451,100.0,2.0379960423984906,100.0,61.0,100.0,90.0
6739,竹陞科技,其他電子業,2025-06-27,369.0,2025Q1,0.0,0.0,206.82,100.0,71.21,100.0,50.69490000879192,100.0,1.225662727563079,100.0,70.0,100.0,90.0
4911,德英,生技醫療業,2025-06-27,52.0,2025Q1,0.0,0.0,87.88,100.0,35.096666666666664,100.0,49.67617954253341,100.0,1.432227514096458,100.0,86.0,100.0,90.0
6201,亞弘電,其他電子業,2025-06-27,61.1,2025Q1,12.05,80.54755043227667,57.35,100.0,20.62,100.0,13.896963208997825,44.484816044989124,1.7111784314136564,100.0,68.853533939193,100.0,89.72747744997604
8114,振樺電,電腦及週邊設備業,2025-06-27,280.0,2025Q1,13.36,80.5071521456437,352.05,100.0,154.96,100.0,28.016693158379898,100.0,2.210424629842754,100.0,26.274807388687,15.687018471717504,89.61941706173613
2528,皇普,建材營造業,2025-06-27,31.6,2025Q1,7.31,99.79395604395604,1180.0,100.0,2568188.2266666666,100.0,21.609908162235502,83.04954081117751,3.650042404241774,100.0,24.4795643276571,11.198910819142753,88.5567178079865
5274,信驊,半導體業,2025-06-27,4820.0,2025Q1,0.0,0.0,126.45,100.0,84.72,100.0,49.73386508664396,100.0,1.52493995060726,100.0,53.0,82.5,88.25
3227,原相,半導體業,2025-06-27,232.5,2025Q1,0.0,0.0,85.15,100.0,25.166666666666668,100.0,22.454382351213106,87.27191175606552,1.4549868215191661,100.0,70.0,100.0,88.09078676340982
3024,憶聲,光電業,2025-06-27,13.9,2025Q1,17.59,74.82905982905983,150.0,100.0,41.10666666666666,100.0,12.061970457944863,35.30985228972431,4.396259859966321,100.0,67.5082859628507,100.0,87.77938382636464
6498,久禾光,光電業,2025-06-27,125.5,2025Q1,0.0,0.0,61.29,100.0,27.37,100.0,32.24729499139005,100.0,2.496212549462973,100.0,51.0,77.5,87.75
6510,精測,半導體業,2025-06-27,833.0,2025Q1,0.0,0.0,1469.77,100.0,71.49333333333333,100.0,21.698684628427923,83.4934231421396,2.6329298784209647,100.0,88.0,100.0,87.52401347132094
