symbol,name,industry,price_date,market_price,fair_value,upside,pe_ratio,eps,nav_per_share,roe_annual
1108,幸福,水泥工業,2026-02-06,15.1,56.87094633919127,276.6287837032535,6.45,2.02,14.06,57.46799431009957
7715,裕山,綠能環保,2026-02-06,30.7,114.69158709108326,273.5882315670465,0.0,2.48,28.01,35.415922884684036
1535,中宇,電機機械,2026-02-06,48.0,178.6951374409564,272.28153633532577,12.06,2.79,29.31,38.07574206755373
3413,京鼎,半導體業,2026-02-06,281.5,1046.427514981903,271.73268738255877,12.04,16.22,140.09,46.313084445713464
5225,東科-KY,其他電子業,2026-02-06,95.3,352.4382202811871,269.8197484587483,8.15,9.66,42.91,90.0489396411093
6751,智聯服務,資訊服務業,2026-02-06,55.8,203.7839444443005,265.2042015130834,0.0,5.19,43.04,48.234200743494426
3687,歐買尬,數位雲端,2026-02-06,72.7,264.12516857468995,263.30834742048137,0.0,4.47,51.56,34.678044996121024
5519,隆大,建材營造業,2026-02-06,30.35,109.89418541619312,262.0895730352327,4.79,4.31,27.71,62.215806568025975
6114,久威,電子零組件業,2026-02-06,32.05,116.00644877922532,261.95459837511805,0.0,2.01,36.05,22.30235783633842
3078,僑威,電子零組件業,2026-02-06,61.0,220.2974297386102,261.1433274403446,0.0,4.97,30.53,65.11627906976743
2903,遠百,貿易百貨業,2026-02-06,23.1,83.41134021592406,261.0880528827881,13.83,1.12,21.7,20.645161290322584
6186,新潤,建材營造業,2026-02-06,46.45,167.69520091037086,261.0230374819609,0.0,7.56,26.06,116.039907904835
8213,志超,電子零組件業,2026-02-06,34.95,125.60323330996358,259.37978057214184,13.49,1.77,55.53,12.749864937871422
2609,陽明,航運業,2026-02-06,52.2,187.385993480303,258.9769990044119,6.67,4.24,91.7,18.495092693565976
8081,致新,半導體業,2026-02-06,225.0,807.1741384201928,258.74406152008567,12.9,13.05,89.11,58.57928403097296
6763,綠界科技*,數位雲端,2026-02-06,51.9,185.28285781844446,256.9997260470991,0.0,3.83,16.96,90.33018867924528
5299,杰力,半導體業,2026-02-06,72.6,258.6939937559761,256.32781509087624,0.0,3.3,62.79,21.0224558050645
8016,矽創,半導體業,2026-02-06,190.5,676.6834578125764,255.2144135499089,13.75,10.3,97.49,42.260744691763264
8383,千附,半導體業,2026-02-06,40.35,143.1724033248737,254.82627837639083,0.0,1.89,32.05,23.58814352574103
9945,潤泰新,其他業,2026-02-06,28.8,101.7954087620489,253.4562804237809,8.7,2.68,34.37,31.18999127145767
6525,捷敏-KY,半導體業,2026-02-06,78.3,276.6940052888855,253.37676282105423,13.23,4.38,33.79,51.84965966262208
6171,大城地產,建材營造業,2026-02-06,27.85,98.4094540194141,253.35531066216905,0.0,3.83,25.37,60.38628301143082
4966,譜瑞-KY,半導體業,2026-02-06,519.0,1832.4996966110311,253.08279318131622,0.0,27.63,273.77,40.36965335865873
4736,泰博,生技醫療業,2026-02-06,128.0,448.34839011548723,250.2721797777244,8.4,11.17,98.56,45.3327922077922
4123,晟德,生技醫療業,2026-02-06,39.4,137.03877455149805,247.81414860786305,0.0,3.52,27.64,50.94066570188133
8249,菱光,電子零組件業,2026-02-06,60.9,211.53150338254662,247.34237008628344,17.7,3.8,60.73,25.02881607113453
2477,美隆電,其他電子業,2026-02-06,23.4,81.14213397075605,246.7612562852823,13.68,1.58,25.29,24.990114669829975
3484,崧騰,電子零組件業,2026-02-06,49.25,170.69725620818744,246.59341362068514,0.0,3.35,39.07,34.29741489633991
7738,東聯互動,數位雲端,2026-02-06,165.5,572.1996023106695,245.7399409732142,0.0,11.58,58.51,79.16595453768586
4707,磐亞,化學工業,2026-02-06,10.0,34.57143084902972,245.71430849029716,0.0,0.61,14.88,16.397849462365592
3114,好德,電子零組件業,2026-02-06,25.65,88.38042889033677,244.5630755958549,0.0,1.64,23.49,27.926777352064708
4763,材料*-KY,化學工業,2026-02-06,52.0,178.97817881792935,244.1888054190949,6.81,4.94,18.0,109.7777777777778
4580,捷流閥業,電機機械,2026-02-06,80.8,276.5199562879909,242.22766867325606,0.0,4.09,56.99,28.706790665028954
4417,金洲,紡織纖維,2026-02-06,51.9,177.54557747378013,242.09167143310236,0.0,4.69,35.61,52.681830946363384
4951,精拓科,半導體業,2026-02-06,68.7,233.11678123567768,239.32573687871565,0.0,3.74,26.73,55.96707818930041
3622,洋華,光電業,2026-02-06,61.7,209.14282537662658,238.96730206908677,10.98,4.89,50.85,38.46607669616519
2387,精元,電腦及週邊設備業,2026-02-06,38.3,129.79763259235492,238.89721303486925,7.47,2.56,51.35,19.941577409931842
6194,育富,電子零組件業,2026-02-06,33.3,112.58865928830862,238.10408194687275,0.0,1.84,39.26,18.746816097809475
3034,聯詠,半導體業,2026-02-06,365.0,1228.1978876054375,236.49257194669522,12.72,20.8,104.49,79.62484448272562
2816,旺旺保,金融保險業,2026-02-06,28.25,94.370001724153,234.0531034483292,6.49,2.67,33.89,31.513720861611095
5236,凌陽創新,半導體業,2026-02-06,119.0,397.2482173304159,233.8220313700974,0.0,6.47,42.24,61.26893939393939
2488,漢平,其他電子業,2026-02-06,46.05,153.3542871813279,233.01691027432767,9.23,3.53,33.51,42.136675619218146
3716,中化控股,生技醫療業,2026-02-06,33.75,112.23098758676947,232.536259516354,16.79,1.87,50.88,14.70125786163522
2357,華碩,電腦及週邊設備業,2026-02-06,508.0,1676.9140502590556,230.1011909958771,10.85,44.63,346.61,51.50457286287181
6596,寬宏藝術,文化創意業,2026-02-06,141.0,465.32545979991573,230.0180565956849,0.0,17.41,42.44,164.0904806786051
1409,新纖,紡織纖維,2026-02-06,14.95,48.99110424355634,227.69969393683178,12.56,0.97,24.63,15.753146569224524
3492,長盛,電子零組件業,2026-02-06,24.9,81.53347690797776,227.44368236135645,0.0,1.63,17.67,36.89869835880022
1218,泰山,食品工業,2026-02-06,18.05,58.21105391629349,222.49891366367578,13.78,1.07,26.09,16.404752778842468
1558,伸興,電機機械,2026-02-06,95.0,306.3233359881729,222.4456168296557,17.09,4.27,77.48,22.044398554465666
6272,驊陞,電子零組件業,2026-02-06,41.2,132.72274524317953,222.14258554169785,15.04,2.94,19.93,59.00652282990466
2204,中華,汽車工業,2026-02-06,56.2,180.93036280978944,221.94014734837978,10.83,3.9,66.0,23.636363636363637
2617,台航,航運業,2026-02-06,30.05,96.41366275702995,220.84413563071533,9.72,2.36,40.69,23.199803391496683
2636,台驊控股,航運業,2026-02-06,65.2,208.9613706522998,220.49289977346592,7.97,5.81,65.69,35.378291977469935
2534,宏盛,建材營造業,2026-02-06,20.1,64.22120156446641,219.50846549485777,8.07,1.85,31.58,23.432552248258393
2107,厚生,橡膠工業,2026-02-06,24.7,78.85102468724627,219.23491776213064,15.25,1.52,42.87,14.182411943083743
3227,原相,半導體業,2026-02-06,187.0,593.7974879047432,217.5387635854242,0.0,9.26,77.48,47.805885389778005
8114,振樺電,電腦及週邊設備業,2026-02-06,175.5,557.0385237687105,217.40086824427954,9.0,15.84,92.29,68.65315852205005
