symbol,name,industry,price_date,market_price,report_quarter,pe_ratio,value_score,eps_yoy,growth_score,avg_revenue_yoy_3m,momentum_score,op_margin,profit_score,cash_quality,quality_score,equity_to_assets_ratio,safety_score,total_score
2330,台積電,半導體業,2025-09-26,1300.0,2025Q2,23.09,84.44065871663827,60.6,100.0,28.820000000000004,100.0,49.096564628382836,100.0,1.4774713750206738,100.0,65.3846049638481,100.0,98.44406587166382
2534,宏盛,建材營造業,2025-09-26,21.4,2025Q2,8.63,75.53925798101811,9200.0,100.0,109.86333333333334,100.0,23.774775783711668,93.87387891855835,1.903660955565165,100.0,47.2464654391386,68.11616359784651,93.44662399567022
3056,富華新,建材營造業,2025-09-26,19.9,2025Q2,2.54,100.0,894.74,100.0,89.24666666666667,100.0,18.307860335233002,66.53930167616501,1.5594114396396297,100.0,52.3786782072922,80.9466955182305,93.0755648032478
6739,竹陞科技,其他電子業,2025-09-26,894.0,2025Q2,0.0,0.0,131.05,100.0,99.79,100.0,49.55131552029996,100.0,1.300226549152134,100.0,69.0,100.0,90.0
2718,全心投控,建材營造業,2025-09-26,58.2,2025Q2,0.0,0.0,641.94,100.0,598.6733333333333,100.0,59.907011262215505,100.0,1.941208050355108,100.0,74.0,100.0,90.0
6498,久禾光,光電業,2025-09-26,95.6,2025Q2,0.0,0.0,50.0,100.0,23.88,100.0,31.28245740426574,100.0,1.9000820798656182,100.0,63.0,100.0,90.0
6649,台生材,生技醫療業,2025-09-26,65.0,2025Q2,0.0,0.0,1360.0,100.0,89.37666666666667,100.0,34.97500517644275,100.0,1.2394902537420351,100.0,90.0,100.0,90.0
5274,信驊,半導體業,2025-09-26,4905.0,2025Q2,0.0,0.0,68.6,100.0,31.066666666666666,100.0,51.28290347232449,100.0,1.380217393742327,100.0,57.0,92.5,89.25
6510,精測,半導體業,2025-09-26,1750.0,2025Q2,0.0,0.0,439.27,100.0,41.07333333333333,100.0,23.81410652972477,94.07053264862387,1.9052236106468614,100.0,86.0,100.0,89.11057989729358
2528,皇普,建材營造業,2025-09-26,28.6,2025Q2,5.27,100.0,446.15,100.0,412921.35000000003,100.0,18.23637418370817,66.18187091854084,1.8328481586615082,100.0,27.2093674101452,18.023418525363006,86.72962249031742
3563,牧德,光電業,2025-09-26,514.0,2025Q2,39.78,0.0,368.66,100.0,162.46333333333334,100.0,42.62482691720083,100.0,1.0624236258126032,80.34623225894332,76.4945637913401,100.0,86.06924645178867
8034,榮群,通信網路業,2025-09-26,24.1,2025Q2,0.0,0.0,150.0,100.0,344.69,100.0,19.359916606999956,71.79958303499978,7.788727903928584,100.0,76.0,100.0,85.76993745524997
3081,聯亞,通信網路業,2025-09-26,444.0,2025Q2,0.0,0.0,296.1,100.0,75.45666666666666,100.0,19.23370080865744,71.1685040432872,2.546833986552084,100.0,86.0,100.0,85.67527560649307
5607,遠雄港,航運業,2025-09-26,49.5,2025Q2,20.29,7.413914265636001,52.94,100.0,21.62,100.0,36.19602946882729,100.0,1.576144405347764,100.0,38.6532059914054,46.6330149785135,85.40469292441495
2539,櫻花建,建材營造業,2025-09-26,48.0,2025Q2,11.14,53.88265746333045,310.64,100.0,3467.81,100.0,34.11407047337434,100.0,0.9519041527130424,64.5577361018632,48.2197700606612,70.54942515165298,85.35475548187098
8028,昇陽半導體,半導體業,2025-09-26,175.0,2025Q2,46.05,19.250425894378196,98.96,100.0,24.093333333333334,100.0,21.865196280141554,84.32598140070778,2.2099539321149457,100.0,41.8221790470242,54.5554476175605,85.02948456130004
1616,億泰,電器電纜,2025-09-26,34.0,2025Q2,9.42,83.94109396914446,1962.5,100.0,31.546666666666667,100.0,9.974792474051133,24.87396237025567,1.7146128286391358,100.0,51.1451323148567,77.86283078714176,84.91148683116697
6895,宏碩系統,半導體業,2025-09-26,262.0,2025Q2,0.0,0.0,53.73,100.0,176.71333333333334,100.0,17.96482844571751,64.82414222858756,1.2624739976633517,100.0,81.0,100.0,84.72362133428814
6596,寬宏藝術,文化創意業,2025-09-26,147.0,2025Q2,0.0,0.0,110.51,100.0,374.71999999999997,100.0,32.13323605672589,100.0,4.7913369817522575,100.0,38.0,45.0,84.5
8114,振樺電,電腦及週邊設備業,2025-09-26,222.5,2025Q2,8.8,100.0,172.06,100.0,12.076666666666668,60.38333333333335,27.747121890986243,100.0,3.4816327648438112,100.0,24.3051471634188,10.762867908546996,83.15295345752136
