symbol,name,industry,market_price,price_date,report_quarter,pe_ratio,value_score,eps_yoy,growth_score,avg_revenue_yoy_3m,momentum_score,op_margin,profit_score,cash_quality,quality_score,equity_to_assets_ratio,safety_score,total_score
2441,超豐,半導體業,76.7,2021-12-28,2021Q3,10.45,96.27249357326478,78.4,100.0,33.943333333333335,100.0,29.309930733952623,100.0,1.5214411676946817,100.0,81.1665689248262,100.0,99.62724935732648
3006,晶豪科,半導體業,165.5,2021-12-28,2021Q3,11.03,93.29048843187661,363.51,100.0,34.60666666666667,100.0,24.551522307735837,97.75761153867919,1.6938787615940232,100.0,62.0485500688627,100.0,98.99269057398955
2609,陽明,航運業,125.0,2021-12-28,2021Q3,3.64,100.0,4509.86,100.0,134.83333333333334,100.0,57.98925911689492,100.0,1.2488876181862305,100.0,54.492725571121,86.2318139278025,98.62318139278025
6202,盛群,半導體業,106.5,2021-12-28,2021Q3,12.44,86.04113110539846,134.68,100.0,25.37,100.0,25.379012006162473,100.0,1.3279693690744878,100.0,67.1483315123462,100.0,98.60411311053984
2408,南亞科,半導體業,76.7,2021-12-28,2021Q3,13.7,79.5629820051414,140.27,100.0,45.57333333333333,100.0,29.846477098143236,100.0,1.8380940530573693,100.0,89.3767896805332,100.0,97.95629820051414
2615,萬海,航運業,200.5,2021-12-28,2021Q3,6.35,100.0,1843.15,100.0,211.26999999999998,100.0,53.293066823839474,100.0,1.2604380008426426,100.0,51.4407680135744,78.601920033936,97.86019200339359
8016,矽創,半導體業,322.0,2021-12-28,2021Q3,8.18,100.0,371.12,100.0,59.14666666666667,100.0,35.987600051228206,100.0,1.478811230550122,100.0,49.8051636775991,74.51290919399774,97.45129091939978
6581,鋼聯,綠能環保,81.0,2021-12-28,2021Q3,16.56,73.87956791542175,79.87,100.0,38.38333333333333,100.0,34.43684492735145,100.0,1.287868262851059,100.0,89.3798207711412,100.0,97.38795679154218
3049,精金,光電業,18.05,2021-12-28,2021Q3,14.67,70.09803921568627,470.59,100.0,23.290000000000003,100.0,26.89302514815389,100.0,1.692057937899527,100.0,61.0365519446481,100.0,97.00980392156863
2603,長榮,航運業,143.5,2021-12-28,2021Q3,4.42,100.0,1233.48,100.0,157.54999999999998,100.0,57.619931939053124,100.0,1.2289585805114334,100.0,47.1387110486537,67.84677762163425,96.78467776216343
2617,台航,航運業,37.4,2021-12-28,2021Q3,14.55,53.38645418326693,160.24,100.0,43.52,100.0,34.18542107525993,100.0,1.5968708237194407,100.0,66.9969692327471,100.0,95.33864541832669
2303,聯電,半導體業,64.7,2021-12-28,2021Q3,15.74,69.0745501285347,117.33,100.0,29.293333333333333,100.0,22.136095415395722,85.6804770769786,1.5949721606603864,100.0,60.0403979423797,100.0,94.75952657440027
2455,全新,通信網路業,148.0,2021-12-28,2021Q3,33.79,38.408190224570674,71.77,100.0,38.14,100.0,30.395165475039505,100.0,1.268225059928538,100.0,64.9025852280674,100.0,93.84081902245707
2409,友達,光電業,22.65,2021-12-28,2021Q3,3.66,100.0,1105.66,100.0,21.21,100.0,18.99148357432253,69.95741787161265,1.4469216498280206,100.0,52.8107742565271,82.02693564131775,93.69630624487368
6491,晶碩,生技醫療業,398.0,2021-12-28,2021Q3,23.96,28.035123441079147,103.06,100.0,30.333333333333332,100.0,25.407300510052178,100.0,2.213342683401473,100.0,61.6479065165855,100.0,92.80351234410792
4440,宜新實業,紡織纖維,47.1,2021-12-28,2021Q3,11.66,100.0,243.97,100.0,40.266666666666666,100.0,20.912540418520077,79.56270209260039,1.0573163550406568,79.61662214866526,58.7692606549972,96.92315163749299,92.55004490737241
2337,旺宏,半導體業,41.7,2021-12-28,2021Q3,8.21,100.0,97.36,100.0,42.653333333333336,100.0,19.346679725041366,71.73339862520682,1.0969471884849877,85.27816978356968,58.3918743693628,95.979685923407,92.41361234283566
