symbol,name,naive_pred_eps,year,market,q2_rev,q2_margin,q2_eps,q3_rev_total,target_eps
2705,六福,-0.3238377032326057,2024,sii,496576.0,-0.09848240752674314,-0.26,629090.0,0.15
3024,憶聲,0.08636581117686705,2024,sii,421754.0,0.06298695448057398,0.1,380030.0,0.02
4564,元翎,-0.45981625628874895,2024,sii,296939.0,-0.32211329599682087,-0.47,289480.0,-0.37
2509,全坤建,0.3536272432807555,2024,sii,584759.0,0.11156390923440254,0.28,711764.0,0.39
2401,凌陽,0.1894907284761958,2024,sii,1787686.0,0.06279010967250401,0.01,1786548.0,0.01
1467,南緯,0.016782099597540904,2024,sii,1024242.0,0.0027083443170656933,0.0,1447642.0,0.28
3305,昇貿,0.9312154181050195,2024,sii,2025743.0,0.054565658131362174,0.84,2290892.0,0.95
6166,凌華,-0.44804156140488305,2024,sii,2521618.0,-0.04005682066038552,-0.42,2432740.0,0.18
2342,茂矽,0.20288863681192554,2024,sii,475641.0,0.06080426203796561,0.18,525377.0,0.2
9902,台火,0.08924648619089424,2024,sii,20894.0,1.0379056188379439,0.22,8431.0,0.07
2597,潤弘,2.6183686159113444,2024,sii,6780331.0,0.09852513100024173,3.41,6881231.0,1.19
8222,寶一,0.40431907821964946,2024,sii,204689.0,0.12051453668736474,0.36,230060.0,0.23
2492,華新科,2.758756802004596,2024,sii,8891190.0,0.14276649132455835,2.07,9387478.0,0.91
2388,威盛,0.3375131596558927,2024,sii,2959012.0,0.031934307802739564,0.13,5287992.0,0.59
2542,興富發,0.9672174338022327,2024,sii,10029550.0,0.2108454516902553,0.37,9498320.0,0.83
2465,麗臺,-2.222371613885415,2024,sii,719381.0,-0.1850326878246715,-1.59,1008250.0,-1.12
3501,維熹,1.5221111491208084,2024,sii,1593609.0,0.11469187234760848,1.55,1569437.0,0.98
2477,美隆電,0.6342088350967111,2024,sii,714471.0,0.11637141325540155,0.57,864203.0,0.73
2314,台揚,-0.5369464707871648,2024,sii,501439.0,-0.38372962613598066,-0.76,352659.0,-1.09
1213,大飲,-0.0016693680531543386,2024,sii,41904.0,-0.0014795723558610157,0.0,63886.0,-0.32
4916,事欣科,-0.892762707696986,2024,sii,911349.0,-0.09968958104963083,-0.92,881025.0,0.26
3413,京鼎,8.311737528677353,2024,sii,3720950.0,0.1871242559023905,6.77,4611910.0,5.5
2897,王道銀行,,2024,sii,0.0,0.0,0.2,2668606.0,0.24
1514,亞力,0.6601628201707963,2024,sii,2216078.0,0.0908763139203584,0.77,1941718.0,0.53
2399,映泰,0.0459759225380449,2024,sii,527498.0,0.016663570288418156,0.05,491390.0,-0.15
4536,拓凱,5.1355001836647025,2024,sii,2321432.0,0.1793797966083004,4.33,2600104.0,3.52
3576,聯合再生,-0.5055129478816885,2024,sii,1369596.0,-0.6166234422413617,-0.52,1334480.0,-0.49
2338,光罩,-1.1203419150982055,2024,sii,1997876.0,-0.15997839705767525,-1.15,1795916.0,-0.96
3094,聯傑,0.042454261821077505,2024,sii,41930.0,0.08080133555926544,0.04,43671.0,0.01
8249,菱光,0.48335622421735464,2024,sii,1025372.0,0.0554150103572167,0.5,1300129.0,1.95
6176,瑞儀,4.59047652682893,2024,sii,11948057.0,0.1507286917027597,3.87,14162512.0,3.64
6153,嘉聯益,-0.6597701358124815,2024,sii,1969092.0,-0.1885178549300896,-0.59,2086488.0,-2.04
1229,聯華,0.7641514661845646,2024,sii,3939143.0,0.46941377858077254,0.74,2784397.0,0.44
2646,星宇航空,0.1258113553750229,2024,sii,8337428.0,0.033289762742179006,0.09,9594592.0,0.64
1101,台泥,0.473568200889903,2024,sii,38968848.0,0.0900581408000565,0.25,40759371.0,0.42
2548,華固,2.918462872311831,2024,sii,1735822.0,0.1638537822426493,0.96,5423460.0,4.32
2408,南亞科,-0.21546709432155411,2024,sii,9921043.0,-0.082096711001051,-0.26,8132593.0,-0.48
4414,如興,-0.1273288950289535,2024,sii,3315833.0,-0.02545574520791608,-0.09,4412313.0,-0.01
1808,潤隆,0.653863552506805,2024,sii,5262652.0,0.32760877975591013,3.82,1980414.0,-2.05
2702,華園,0.23506246939121225,2024,sii,372813.0,0.09744027166434646,0.23,377810.0,-0.19
1786,科妍,1.0180866907897548,2024,sii,210557.0,0.3220505611307152,1.0,222203.0,0.82
9919,康那香,-0.4827804776590455,2024,sii,664997.0,-0.11559149890901764,-0.4,815954.0,-0.6
2820,華票,,2024,sii,0.0,0.0,0.18,645665.0,0.31
3704,合勤控,0.3243153660938965,2024,sii,6508825.0,0.020812051330309233,0.32,6401426.0,-0.28
2201,裕隆,1.8343083169144105,2024,sii,22898356.0,0.09173907506722316,1.16,21394507.0,1.21
6691,洋基工程,4.713296215683327,2024,sii,3431213.0,0.13230918628485028,3.64,3767422.0,5.24
2430,燦坤,0.34538564755313245,2024,sii,4732159.0,0.008119127020034618,0.33,4968643.0,0.17
1449,佳和,0.3065506318434939,2024,sii,698751.0,0.041986344205589686,0.32,642293.0,0.12
3588,通嘉,0.842538590818511,2024,sii,378685.0,0.11804270039742794,0.75,428712.0,0.78
6005,群益證,0.7025203315550939,2024,sii,4349089.0,0.32131050893646923,0.58,4746521.0,0.57
2610,華航,0.6389881119954602,2024,sii,50268867.0,0.07422232134255184,0.57,52100100.0,0.63
3450,聯鈞,1.4478556383458097,2024,sii,1704853.0,0.10040396444737464,0.47,2100770.0,1.04
4968,立積,0.7519159014078564,2024,sii,1012030.0,0.07502445579676492,0.83,908772.0,-0.19
2421,建準,1.5199107256095887,2024,sii,3676894.0,0.10311447651196907,1.39,4030569.0,1.28
2227,裕日車,1.1345948059208502,2024,sii,5917371.0,0.06467804705839807,1.27,5262658.0,0.34
8101,華冠,-1.2305294234011726,2024,sii,14832.0,-2.6302588996763756,-0.54,34073.0,-0.94
2439,美律,3.034709252845038,2024,sii,10294178.0,0.055772010159529005,2.24,12860446.0,2.63
2546,根基,1.0597587231428232,2024,sii,3508266.0,0.03841498905727217,1.11,3396967.0,1.82
5306,桂盟,2.094006073831918,2024,sii,1357940.0,0.1929194220657761,2.07,1367651.0,2.55
6771,平和環保-創,0.840923114651117,2024,sii,158064.0,0.16548992813037758,0.88,158436.0,1.0
1445,大宇,0.021297234303013713,2024,sii,266023.0,0.010243475188235604,0.03,271668.0,-0.15
2345,智邦,5.317471874271371,2024,sii,24412390.0,0.10573147487812541,4.62,28192739.0,4.75
1303,南亞,0.220834182436024,2024,sii,66406336.0,0.02636719785292777,0.22,66423308.0,0.0
9929,秋雨,0.07141985809079009,2024,sii,148539.0,0.04417021792256579,0.09,163762.0,-0.18
1604,聲寶,0.6082809128425535,2024,sii,2430738.0,0.10320199050658689,0.66,2264506.0,0.47
5525,順天,0.29185428221004844,2024,sii,1938969.0,0.1350253665736791,0.96,642596.0,0.34
2601,益航,-0.030206922375015214,2024,sii,1196398.0,-0.022431498548142005,-0.01,1110668.0,-0.07
9914,美利達,2.207114372501938,2024,sii,9322709.0,0.07566019705216584,2.19,8721778.0,2.31
3596,智易,2.651218347846652,2024,sii,12166975.0,0.04801694751571364,2.66,12166691.0,2.99
9943,好樂迪,1.1361619915465822,2024,sii,643157.0,0.2275478615641282,1.68,625232.0,1.35
2645,長榮航太,1.357969978798052,2024,sii,3983640.0,0.1262812402727154,1.34,4027962.0,1.08
2402,毅嘉,0.648265261026301,2024,sii,2383101.0,0.07577312082030933,0.6,2631082.0,0.77
9955,佳龍,-0.19508896451729482,2024,sii,352221.0,-0.06969487906740371,-0.23,288899.0,-0.22
3003,健和興,1.209016374784569,2024,sii,1160217.0,0.16098798759197633,1.19,1168965.0,0.8
1310,台苯,0.0038042515692644397,2024,sii,3432906.0,0.0006621212465473858,0.01,3032903.0,-0.34
2478,大毅,0.9320347664266857,2024,sii,1265261.0,0.10164385055731584,0.89,1327130.0,0.4
2324,仁寶,0.767997235121038,2024,sii,237209113.0,0.013853603508057467,0.67,244317401.0,0.76
