symbol,name,q2_rev,q2_ni,q2_ocf,q2_retained_earnings,rev_m7,rev_m8,rev_m9,year,q2_eps,q2_margin,ly_q3_eps,rev_trend_m8_m7,rev_trend_m9_m8,q2_ocf_ratio,q2_re_ratio,target_eps
1583,程泰,1757370.0,234975.0,428338.0,3441728.0,569259.0,561792.0,581312.0,2021,1.78,0.1337083255091415,0.09,-0.0131170521678181,0.0347459557985874,1.8229088200872436,3.1174959511016263,-0.31
8249,菱光,1174668.0,-12565.0,-207754.0,1253583.0,423434.0,384333.0,298759.0,2021,-0.09,-0.0106966393908746,0.72,-0.092342608293146,-0.2226558739426487,5.0,0.9866459407343277,1.23
1504,東元,13486642.0,1578841.0,427051.0,28233370.0,4251967.0,4386806.0,4413724.0,2021,0.68,0.117067020834393,0.42,0.0317121464018888,0.0061361272871423,0.270483854929027,1.320058672245879,0.75
4562,穎漢,207874.0,-47502.0,-17495.0,-28332.0,78704.0,79112.0,79711.0,2021,-0.7,-0.2285134264025323,-0.42,0.0051839804838382,0.0075715441399535,0.3683002820933855,-0.0419447487638054,-0.36
3257,虹冠電,335327.0,99858.0,67134.0,772876.0,127619.0,130984.0,120418.0,2021,1.38,0.2977929006611456,1.02,0.0263675471520699,-0.0806663409271361,0.6722946584149492,1.0625331665268976,1.49
3035,智原,1687852.0,192896.0,120970.0,2721328.0,646536.0,731378.0,839908.0,2021,0.73,0.1142849017567891,0.25,0.1312254847371221,0.148391119229728,0.627125497677505,1.094880191253038,1.31
9927,泰銘,2413898.0,178736.0,168365.0,2657818.0,791022.0,661035.0,639194.0,2021,0.86,0.074044553663825,0.94,-0.1643279200831329,-0.033040610557686,0.941975875033569,1.2707821535160235,1.08
4967,十銓,1955111.0,145031.0,-151135.0,581746.0,518791.0,538421.0,721279.0,2021,1.7,0.0741804429518324,-1.09,0.0378379732878944,0.339618997030205,-1.0420875536954168,0.6366946591703815,-2.6
1529,樂事綠能,128198.0,52427.0,11588.0,87576.0,14822.0,35320.0,56280.0,2021,0.54,0.408953337805582,0.41,1.3829442720280665,0.5934314835787089,0.221031148072558,0.0912554184728242,0.39
2032,新鋼,876012.0,62361.0,95207.0,361832.0,314654.0,260502.0,293255.0,2021,0.47,0.0711873809947808,0.24,-0.1721001480991819,0.1257303206885167,1.5267073972514873,0.2772202280850281,0.44
3058,立德,1188126.0,-136561.0,-305410.0,-150444.0,418502.0,431714.0,454928.0,2021,-0.87,-0.1149381462908816,-0.14,0.0315697416021907,0.053771709974659,2.236436464290683,-0.092902566053302,-0.34
5283,禾聯碩,1829641.0,276148.0,50444.0,2435379.0,677277.0,611845.0,420727.0,2021,3.78,0.1509301551506552,4.88,-0.0966103972229973,-0.3123634253773423,0.1826701623766965,3.3361173363433627,3.18
3543,州巧,815522.0,28494.0,-13724.0,680702.0,301059.0,339867.0,318762.0,2021,0.33,0.0349395847077086,-4.98,0.1289049654718843,-0.0620978206180653,-0.481645258650944,0.7625793861069131,0.27
2201,裕隆,17911454.0,1695871.0,-8070890.0,33467606.0,6404891.0,6219970.0,6762173.0,2021,0.96,0.0946808115075414,1.04,-0.0288718418471134,0.0871713207619973,-4.759141467717769,3.3467606,1.14
1726,永記,2174720.0,203836.0,63103.0,7929430.0,717208.0,727220.0,733270.0,2021,1.26,0.0937297675103001,1.39,0.0139596881239472,0.0083193531531036,0.3095773072470025,4.89470987654321,1.36
1907,永豐餘,22550442.0,2710246.0,2368395.0,21534667.0,6959305.0,5862959.0,6964142.0,2021,1.02,0.1201859369319679,1.33,-0.1575367080477145,0.1878203480529201,0.8738671692532707,1.2969788387719254,0.78
3036,文曄,102096389.0,1998085.0,-3610884.0,15404830.0,36346555.0,40457022.0,42301092.0,2021,2.53,0.0195705746262975,1.51,0.1130909655674381,0.0455809624346548,-1.8071723675419211,1.662461095498949,2.85
2028,威致,3225944.0,420780.0,-301300.0,242941.0,1377514.0,1089613.0,1060973.0,2021,1.29,0.1304362381988032,0.61,-0.2090004166926796,-0.0262845615828739,-0.716051143115167,0.0745870313538101,1.51
6277,宏正,1220718.0,132917.0,196492.0,3343014.0,393092.0,449460.0,427943.0,2021,1.09,0.1088842795797227,1.37,0.143396456809093,-0.0478730031593467,1.478306010517842,2.798177969400131,1.21
1538,正峰,71605.0,-13308.0,-7845.0,-59984.0,20779.0,16692.0,23229.0,2021,-0.5,-0.1858529432302213,0.54,-0.1966889648202512,0.3916247304097771,0.5894950405770965,-0.2271217886825315,-0.67
6117,迎廣,579592.0,-24127.0,20203.0,-188209.0,200415.0,184004.0,245178.0,2021,-0.23,-0.0416275586964623,-0.15,-0.0818850884414839,0.3324601639094802,-0.8373606333153728,-0.2123056965595036,0.13
2211,長榮鋼,2601485.0,327321.0,189823.0,9104051.0,1017164.0,1211872.0,1203873.0,2021,0.61,0.1258208292571358,0.0,0.1914224254889083,-0.0066005320693934,0.5799291826677787,2.1677240929373163,1.17
