year,symbol,name,q2_rev,q2_margin,q2_eps,capital,rev_m7,rev_m8,rev_m9,ly_rev_m7,ly_rev_m8,ly_rev_m9,ly_q3_eps,target_eps,rev_yoy_m7,rev_yoy_m8,rev_yoy_m9,rel_momentum_m8
2021,2421,建準,3326557.0,0.02234262031283396,0.3,2509297.0,1101756.0,1265784.0,1113603.0,1213418.0,1090989.0,1231150.0,0.93,0.35,-0.09202269951492392,0.16021701410371691,-0.09547739917962883,1.277803986381471
2021,4164,承業醫,442987.0,0.16654213329059317,0.47,1572934.0,131802.0,145042.0,202122.0,306437.0,176158.0,349580.0,1.09,0.43,-0.5698887536426738,-0.17663688279839684,-0.4218147491275245,1.9143026930236846
2021,3605,宏致,2774620.0,0.06468921870382251,1.47,1223959.0,930648.0,967608.0,906925.0,768042.0,737703.0,773542.0,0.96,1.06,0.21171498433679403,0.31164981028950667,0.17243149046852002,1.0824738715329247
2021,2313,華通,12356977.0,0.04980489969350918,0.52,11918206.0,5358180.0,5812051.0,6382692.0,5076659.0,5650482.0,6150150.0,1.21,1.31,0.05545399050832445,0.028593843852612988,0.03781078510280245,0.974551096592306
2021,6202,盛群,1670080.0,0.31024561697643227,2.26,2261682.0,622585.0,715735.0,781287.0,487632.0,482528.0,536113.0,1.27,3.17,0.2767517308134002,0.48330252337688173,0.45731776696330817,1.1617783532839943
2021,2520,冠德,9437595.0,0.16705325880163324,2.76,5037910.0,2311124.0,996142.0,1238066.0,1635701.0,1807472.0,1262003.0,0.83,0.68,0.41292571197303185,-0.4488755565784698,-0.018967466796830146,0.3900590376063943
2021,1583,程泰,1757370.0,0.1337083255091415,1.78,1104004.0,569259.0,561792.0,581312.0,482880.0,437724.0,435996.0,0.09,-0.31,0.17888295228628226,0.2834388792938016,0.33329663574895174,1.0886906768859006
2021,8249,菱光,1174668.0,-0.010696639390874698,-0.09,1270550.0,423434.0,384333.0,298759.0,291468.0,325897.0,332215.0,0.72,1.23,0.4527632535990229,0.17930818632880952,-0.10070586818776994,0.8117690087543404
2021,1504,東元,13486642.0,0.11706702083439302,0.68,21387966.0,4251967.0,4386806.0,4413724.0,3940025.0,3678179.0,3786157.0,0.42,0.75,0.07917259408252475,0.1926570185953429,0.16575303137191622,1.105158734696463
2021,4562,穎漢,207874.0,-0.2285134264025323,-0.7,675460.0,78704.0,79112.0,79711.0,51717.0,49558.0,55816.0,-0.42,-0.36,0.5218206779202197,0.596351749465273,0.4281030528880607,1.0489749368150987
2021,3257,虹冠電,335327.0,0.29779290066114567,1.38,727390.0,127619.0,130984.0,120418.0,95815.0,102563.0,114280.0,1.02,1.49,0.33193132599279873,0.27710772890808566,0.05371018550927542,0.9588390211906397
2021,3035,智原,1687852.0,0.1142849017567891,0.73,2485503.0,646536.0,731378.0,839908.0,490642.0,501862.0,500989.0,0.25,1.31,0.31773472307711126,0.45732890714977414,0.6764998832309692,1.1059349667486102
