year,symbol,name,q2_rev,q2_margin,q2_eps,capital,rev_m7,rev_m8,rev_m9,ly_q3_eps,target_eps,est_q3_rev_t1,est_q3_rev_t2,est_q3_rev_t3
2021,2376,技嘉,31787258.0,0.10340482969622608,5.17,6356889.0,8217667.0,10340451.0,12747208.0,2.24,5.67,24653001.0,27837177.0,31305326.0
2021,6281,全國電,5956643.0,0.030476562050134614,1.83,991729.0,2144064.0,1720535.0,1452498.0,2.02,1.5,6432192.0,5796898.5,5317097.0
2021,1725,元禎,2878608.0,0.018068802699082336,0.28,1818300.0,936501.0,846697.0,929067.0,0.59,0.77,2809503.0,2674797.0,2712265.0
2021,8926,台汽電,1277142.0,0.19225661672703584,0.41,5890486.0,250799.0,424823.0,753043.0,0.4,0.25,752397.0,1013433.0,1428665.0
2021,9904,寶成,64897672.0,0.08208548682609139,1.25,29467872.0,17125661.0,13434610.0,15073332.0,1.14,0.87,51376983.0,45840406.5,45633603.0
2021,9911,櫻花,1694029.0,0.12182849290065283,0.94,2211212.0,562427.0,523253.0,579661.0,1.05,1.03,1687281.0,1628520.0,1665341.0
2021,1467,南緯,1500819.0,-0.024283407925939103,-0.15,2336247.0,558338.0,522945.0,553732.0,1.92,-0.05,1675014.0,1621924.5,1635015.0
2021,2601,益航,1656082.0,0.02341128035930588,0.06,7903720.0,488347.0,492417.0,617893.0,0.01,0.1,1465041.0,1471146.0,1598657.0
2021,2616,山隆,4592114.0,0.015229151541098501,0.49,1372818.0,1649133.0,1587744.0,1536651.0,1.27,1.48,4947399.0,4855315.5,4773528.0
2021,6164,華興,238934.0,0.0340679853013803,0.08,1000002.0,85627.0,80146.0,87176.0,-0.11,0.12,256881.0,248659.5,252949.0
2021,3545,敦泰,5772267.0,0.363650884479183,10.46,2163561.0,2019215.0,2135950.0,2117257.0,1.02,9.03,6057645.0,6232747.5,6272422.0
2021,3062,建漢,949420.0,0.011869351814792189,0.03,3286054.0,258336.0,300929.0,353157.0,-0.02,0.17,775008.0,838897.5,912422.0
2021,2539,櫻花建,980.0,-47.31938775510204,-0.08,5602713.0,190.0,190.0,1985169.0,0.05,0.68,570.0,570.0,1985549.0
