symbol,name,q2_rev,rev_m7,rev_m8,rev_m9,year,q2_eps,q2_margin,ly_q3_eps,rev_yoy_m7,target_eps
9921,巨大,22744888.0,9163350.0,8711576.0,8004884.0,2022,4.8,0.0813454873903973,3.41,0.3209740553767271,5.35
2023,燁輝,22967005.0,6658142.0,6939344.0,6781033.0,2022,0.22,0.0160040022632467,0.96,-0.2133785180121608,-0.23
1503,士電,7611358.0,2353474.0,2575587.0,2493434.0,2022,0.88,0.0630103064394028,0.7,0.0748066377064693,1.09
4426,利勤,345212.0,140625.0,120036.0,119683.0,2022,-0.21,-0.1019866053323754,-0.57,2.231941348164832,0.13
3056,富華新,2082480.0,111586.0,703890.0,3018979.0,2022,1.58,0.1608073066728131,-0.19,12.594785575048732,5.1
1773,勝一,3001136.0,900338.0,973028.0,884802.0,2022,1.47,0.1619656690000053,1.5,-0.0835629503487769,1.9
3138,耀登,393230.0,151516.0,165994.0,152580.0,2022,0.81,0.0912544821097067,2.76,0.2220214859502531,1.96
2897,王道銀行,,893584.0,1005423.0,705298.0,2022,0.11,0.0,0.18,0.0681674193540675,0.26
1308,亞聚,2348179.0,969456.0,1082981.0,769148.0,2022,0.78,0.1968470035717038,1.1,0.1804351796607692,0.76
5471,松翰,1027183.0,260396.0,254784.0,229282.0,2022,1.49,0.2436313685097981,3.06,-0.5157063096774673,0.56
3004,豐達科,497171.0,181311.0,209199.0,197985.0,2022,0.94,0.0997584332151312,-0.62,0.6903405647800267,1.04
2332,友訊,4157001.0,1404034.0,1447895.0,1633066.0,2022,0.01,0.0095487107171732,-0.05,0.1381506310746507,0.0
3312,弘憶股,4762187.0,1589595.0,1580078.0,1697903.0,2022,0.63,0.018238469005942,1.05,-0.0583927467106432,0.64
1714,和桐,5746607.0,2338832.0,2042992.0,2081377.0,2022,0.07,0.0191941088019417,0.24,0.424016648614026,0.11
6191,精成科,5775669.0,2054916.0,2046695.0,2232456.0,2022,1.19,0.0987061412279685,1.82,-0.1611827683977895,1.54
2889,國票金,,676630.0,579802.0,316239.0,2022,0.11,0.0,0.24,-0.3454106770916472,0.13
1234,黑松,2002947.0,952900.0,1074526.0,890678.0,2022,0.44,0.0883937518067128,0.61,0.2436538285848526,0.98
5521,工信,1132963.0,526120.0,691127.0,297083.0,2022,-0.03,-0.0155353705284285,0.03,1.035146624786765,-0.01
2748,雲品,336913.0,166842.0,167123.0,175409.0,2022,-0.35,-0.0931219632368,-0.99,3.353232792360278,0.49
5608,四維航,1903931.0,680732.0,620091.0,607207.0,2022,2.12,0.3501035489206279,3.01,0.3909550285145657,1.84
1604,聲寶,2414212.0,845180.0,714628.0,597829.0,2022,0.53,0.086290682011356,3.24,0.0934443535950486,0.6
2105,正新,24058036.0,8594207.0,9059420.0,8874713.0,2022,0.36,0.0481468229576179,0.29,-0.0131229439599618,0.46
6281,全國電,6010618.0,2337918.0,1961170.0,1574926.0,2022,1.83,0.0302859040451414,1.5,0.0904142786782484,1.55
2102,泰豐,386067.0,184842.0,185894.0,154501.0,2022,-0.32,-0.3829931074139981,-0.98,0.5407351837959491,-0.27
2313,華通,16332573.0,6888468.0,7188397.0,7614847.0,2022,1.21,0.0881809620566214,1.31,0.2855984681365688,2.11
4739,康普,2807266.0,797698.0,680910.0,723925.0,2022,1.8,0.0733179541945793,1.42,0.3137794847639408,1.03
6209,今國光,935511.0,293524.0,300256.0,296108.0,2022,0.06,0.012132406780893,-0.37,0.0330768743444809,0.2
8473,山林水,1099665.0,328329.0,459949.0,131477.0,2022,0.13,0.0362428557788053,0.35,0.2236608191057592,-1.92
2480,敦陽科,1642324.0,512430.0,576222.0,565423.0,2022,1.61,0.1038613574422586,1.29,-0.0266275111691942,1.71
2442,新美齊,454858.0,9867.0,9811.0,10105.0,2022,0.31,0.1577525293608115,0.16,0.0833333333333332,-0.14
1735,日勝化,817897.0,229032.0,242407.0,237879.0,2022,0.17,0.0209989766437583,-0.03,-0.2443033714538364,0.04
6464,台數科,1083641.0,345552.0,346762.0,360000.0,2022,1.85,0.2334103268517894,1.69,-0.0294818971546051,1.61
1504,東元,14543585.0,5228346.0,4690410.0,4857361.0,2022,0.48,0.0805320696375756,0.75,0.2296299571468922,0.51
2347,聯強,103353405.0,32768594.0,35920894.0,40305498.0,2022,1.42,0.0236460134042027,5.01,0.0285220426878503,5.01
2034,允強,4967150.0,1667173.0,1301373.0,1385638.0,2022,0.83,0.0749347211177435,0.73,-0.1077302574361922,0.6
3296,勝德,745659.0,267669.0,265384.0,202725.0,2022,0.14,0.019117317701523,-0.32,-0.1295656754858347,0.28
3043,科風,305772.0,86016.0,148084.0,129340.0,2022,0.27,0.1693091584579359,-0.11,0.1011457466555718,-0.14
1473,台南,1682847.0,787362.0,707355.0,391158.0,2022,0.41,0.0352747457136626,-0.21,0.3165443807561885,0.61
2904,匯僑,129080.0,41951.0,43916.0,39685.0,2022,0.31,0.1691509141617601,0.02,0.1910115549498907,0.51
4106,雃博,680136.0,219580.0,260700.0,211284.0,2022,0.52,0.0757995459731583,0.31,0.1948436386193837,0.59
1532,勤美,3040393.0,1127279.0,1202021.0,1158278.0,2022,0.25,0.0297928590152654,0.79,-0.3718683378523102,0.52
2015,豐興,10858158.0,3274243.0,2855817.0,2708776.0,2022,1.55,0.0833596269275138,1.93,-0.033252009307728,1.01
1232,大統益,5934955.0,1798053.0,2186695.0,2070078.0,2022,2.36,0.064980779129749,0.85,0.1551497731527464,0.78
2642,宅配通,1140680.0,379005.0,401898.0,366112.0,2022,0.74,0.0618604691938142,0.6,-0.0084580810908386,0.34
3017,奇鋐,13764052.0,4852129.0,4978025.0,5052491.0,2022,3.1,0.0871151169728216,2.42,0.2635591368755972,3.51
2014,中鴻,16030903.0,2890631.0,2303077.0,2685243.0,2022,0.47,0.0424022277472454,1.02,-0.4442829777777094,-0.78
5388,中磊,15215563.0,6006754.0,5733889.0,6473690.0,2022,1.8,0.0292504457442685,0.73,0.6462150713092181,2.09
1583,程泰,1522596.0,596528.0,615406.0,742068.0,2022,2.02,0.1845111900990151,-0.31,0.0479026242887683,2.19
8039,台虹,2305050.0,700704.0,801306.0,869994.0,2022,1.07,0.0978690267022407,1.18,-0.2596299333068477,1.23
2504,國產,5253177.0,1832273.0,1819642.0,1750617.0,2022,0.6,0.1396048524540482,0.65,0.0709936077287096,0.57
2360,致茂,4935863.0,2056033.0,2311564.0,2292980.0,2022,3.95,0.3415250787957445,1.89,0.4576480630465207,4.11
9942,茂順,960920.0,349111.0,352730.0,389221.0,2022,1.49,0.1304936935436873,1.77,0.0695442249188906,2.5
1325,恆大,150525.0,50686.0,44949.0,41385.0,2022,0.03,0.0193921275535625,-0.29,-0.3215997001900581,0.28
6776,展碁國際,6066121.0,1756354.0,1992711.0,1861803.0,2022,1.26,0.0195498902840876,1.04,-0.1618465056616451,1.29
1472,三洋實業,253745.0,63099.0,40293.0,129228.0,2022,0.32,0.0312794340775187,0.1,0.6202495891536566,-0.43
6477,安集,635215.0,265651.0,360067.0,403208.0,2022,0.22,0.0423289752288595,0.4,2.4123880846253645,0.83
5285,界霖,1682483.0,557922.0,547000.0,500398.0,2022,1.69,0.1023624012842923,1.11,-0.0228574731204452,1.02
2457,飛宏,3391967.0,1180373.0,1346161.0,1277196.0,2022,0.18,0.020631096941686,-0.04,0.0606319009143712,0.07
3532,台勝科,4050051.0,1382833.0,1394766.0,1426670.0,2022,3.3,0.3159891072976611,1.1,0.2909424270968213,3.99
2348,海悅,1240036.0,341010.0,417930.0,357168.0,2022,1.05,0.1520996164627478,3.3,0.0827329792064213,1.43
2002,中鋼,133637840.0,39157604.0,36270317.0,29912530.0,2022,0.65,0.0825243808190853,1.28,-0.0650752905170987,0.13
1220,台榮,834118.0,294528.0,314062.0,294321.0,2022,0.1,0.0230998491820102,0.16,0.1405425290917188,-0.09
6277,宏正,1289622.0,397421.0,460459.0,509989.0,2022,1.35,0.1256887677164316,1.21,0.0110126891414732,1.71
8215,明基材,4111680.0,1271899.0,1264800.0,1110000.0,2022,0.82,0.0631167795159156,0.83,-0.0609757177978427,1.66
2892,第一金,,7321542.0,7045774.0,5457385.0,2022,0.39,0.0,0.42,0.3773877924051556,0.47
6592,和潤企業,5462843.0,1967486.0,1976961.0,1969735.0,2022,1.78,0.1865605509805059,1.47,0.3784573778646545,1.77
6414,樺漢,26839352.0,8736338.0,9440493.0,10995437.0,2022,4.17,0.0407135760952798,3.78,0.2565463083979813,6.15
3712,永崴投控,3101680.0,637229.0,815793.0,1062619.0,2022,0.38,0.037089899667277,0.43,-0.0638677016735614,0.86
6269,台郡,7311166.0,3122711.0,4142926.0,4877585.0,2022,0.94,0.039450615674709,2.66,0.121134277858798,5.87
1213,大飲,92803.0,29503.0,38696.0,31847.0,2022,-0.31,-0.1897352456278353,-0.72,-0.433560526063166,-0.3
9911,櫻花,1995151.0,667660.0,647591.0,647120.0,2022,0.93,0.1011727934376896,1.03,0.1871051709821896,1.15
3454,晶睿,2114773.0,850076.0,921507.0,795719.0,2022,1.57,0.0682035376846593,-0.25,1.0748236557565107,2.56
1235,興泰,5894.0,3274.0,6974.0,29265.0,2022,0.22,3.7488971835765184,1.2,0.5620229007633588,0.93
1730,花仙子,615277.0,204056.0,266545.0,240248.0,2022,0.87,0.09650287594043,1.2,-0.0226828614123146,1.06
2832,台產,1508022.0,563873.0,521635.0,502544.0,2022,0.81,0.1943552547641878,0.43,-0.2358730016763085,0.71
1531,高林股,694321.0,212566.0,193348.0,167661.0,2022,0.43,0.1145579638236492,0.29,-0.0671324436174367,0.36
6117,迎廣,611359.0,234013.0,205477.0,191991.0,2022,0.2,0.0252666600148194,0.13,0.1676421425542,0.74
1612,宏泰,1414815.0,503497.0,470080.0,532534.0,2022,0.09,0.0193474058445803,0.36,-0.0328859163532571,0.25
1731,美吾華,290459.0,105362.0,103953.0,98291.0,2022,0.34,0.1564454880034703,0.34,-0.1104563299421672,0.34
2882,國泰金,,25761482.0,26891960.0,16126783.0,2022,0.85,0.0,2.32,-0.4687129966278415,0.38
2483,百容,630282.0,190205.0,184960.0,161109.0,2022,0.62,0.1089242592998054,0.2,-0.032055327118023,0.42
2478,大毅,1305156.0,348427.0,369938.0,393260.0,2022,1.44,0.1614174857258442,1.6,-0.3297753651902605,1.1
3037,欣興,35634988.0,11779291.0,12131465.0,13542749.0,2022,5.43,0.235365646818795,2.87,0.2918291603350798,5.81
6446,藥華藥,977725.0,348489.0,207200.0,255151.0,2022,-0.97,-0.2809603927484722,-2.7,9.366143137604857,-1.44
2109,華豐,1360959.0,488521.0,476702.0,347983.0,2022,0.14,0.0664795926989718,0.24,0.0701164481985139,0.5
6235,華孚,920863.0,365363.0,355633.0,372446.0,2022,0.09,0.016659372784008,0.1,0.6289686166631743,0.5
2395,研華,16824495.0,5968194.0,6236122.0,6409596.0,2022,3.17,0.1464407104046808,2.95,0.2268993039916307,4.1
2890,永豐金,,4728509.0,4313423.0,3898356.0,2022,0.33,0.0,0.38,0.0169696062484421,0.42
6152,百一,1015105.0,341758.0,482327.0,412127.0,2022,0.12,0.0227700582698341,0.04,0.0382258676995519,0.56
2527,宏璟,587091.0,42295.0,108525.0,122362.0,2022,0.25,0.1066717084744954,3.93,-0.984384432059634,1.01
2431,聯昌,271343.0,120867.0,91302.0,84390.0,2022,0.06,0.0245630069690391,-0.19,0.1724984236309841,0.01
8940,新天地,111332.0,48444.0,33790.0,92919.0,2022,-0.76,-0.4845417310386951,-1.38,3.7803433984606274,-0.38
3033,威健,17421017.0,5167770.0,6175847.0,6860159.0,2022,1.29,0.0311608099573061,1.43,-0.1660905851826033,0.88
2377,微星,48015860.0,13011506.0,12564059.0,12990682.0,2022,3.6,0.0633551497359414,5.29,-0.1041884497747821,1.91
2108,南帝,3436622.0,732110.0,832859.0,950143.0,2022,0.75,0.1214620054227668,3.0,-0.6082411117003259,0.33
8374,羅昇,1039831.0,331442.0,294942.0,271371.0,2022,0.39,0.0469643624781334,0.28,0.0776568972356432,0.03
3543,州巧,762035.0,281091.0,237089.0,230197.0,2022,-0.28,-0.0341821569875399,0.27,-0.0663258696800295,0.36
2613,中櫃,834816.0,273017.0,269207.0,249353.0,2022,0.5,0.0826433609322293,0.45,0.1026356601670408,0.15
3005,神基,7486275.0,2964559.0,2937045.0,3138858.0,2022,0.44,0.039673001592915,1.05,0.2341499500854666,1.21
8112,至上,44872486.0,12283141.0,12938594.0,12558033.0,2022,1.65,0.0159696077458244,1.8,-0.2318638335276738,1.02
2424,隴華,22213.0,7629.0,2429.0,5576.0,2022,-1.2,-1.8462161797145813,-1.55,3.485008818342152,-1.26
6505,台塑化,239285774.0,76588503.0,82746460.0,69729663.0,2022,1.78,0.0706892838518682,1.08,0.4229938223693315,-0.66
4904,遠傳,20723555.0,6797046.0,6918720.0,8439197.0,2022,0.71,0.1124840791070837,1.03,0.0118714329056517,0.75
4755,三福化,1546966.0,411234.0,419269.0,387177.0,2022,2.76,0.1796296751189101,1.55,0.0237060971693581,1.62
2472,立隆電,2859699.0,880929.0,798569.0,842312.0,2022,2.27,0.1791422803588769,1.69,-0.0029856253119457,2.4
3130,一零四,552231.0,194456.0,190253.0,196824.0,2022,4.02,0.2413754389014742,2.57,0.4210257084813142,3.64
3413,京鼎,3196652.0,1273395.0,1379766.0,1401935.0,2022,6.27,0.1881843879158569,4.88,0.2667786152923281,8.21
3607,谷崧,594690.0,218180.0,255932.0,282791.0,2022,-0.55,-0.0753115068354941,0.12,-0.1935984624482555,-0.35
2302,麗正,213632.0,81749.0,81810.0,80543.0,2022,0.35,0.2673429074295985,0.2,0.083729932522901,0.33
2107,厚生,524388.0,116397.0,162774.0,107742.0,2022,0.63,0.412017437469965,0.6,-0.3434358818154127,0.94
3042,晶技,3514013.0,1179482.0,1105110.0,1147134.0,2022,2.72,0.239072820732308,2.84,-0.1009353616398823,2.75
3356,奇偶,341640.0,99730.0,132303.0,113044.0,2022,-0.24,-0.056266830581899,0.26,-0.1302414009628131,0.48
2603,長榮,174999201.0,62799441.0,57442123.0,50197469.0,2022,19.33,0.6029363814066785,15.24,0.3688003635287133,30.39
3050,鈺德,256411.0,101783.0,99648.0,100254.0,2022,0.0,0.0061307822207315,0.42,0.262879051069532,0.32
2330,台積電,534140808.0,186762689.0,218132391.0,208247663.0,2022,9.14,0.4440406882373982,6.02,0.4994058220312642,10.83
2820,華票,,73896.0,249065.0,145673.0,2022,0.13,0.0,0.34,-0.7322249721883006,0.24
8261,富鼎,1163163.0,333983.0,287845.0,288271.0,2022,3.06,0.247403846236512,2.38,-0.0254988007773063,1.81
2433,互盛電,793135.0,271760.0,258754.0,263469.0,2022,0.64,0.1234455672741714,1.82,-0.1616382235713669,1.89
3045,台灣大,41348937.0,13336886.0,13546599.0,13584708.0,2022,1.06,0.0837476668384485,1.0,0.0600405182630638,1.0
2460,建通,809716.0,203088.0,184507.0,191037.0,2022,-0.01,-0.0037062377426159,0.39,-0.4758532405591229,-0.25
3533,嘉澤,6651612.0,2236848.0,2372149.0,2663176.0,2022,14.22,0.2248623341229163,8.91,0.2771093004653744,17.92
2459,敦吉,1828643.0,766310.0,814858.0,798310.0,2022,1.24,0.0771703388797047,1.68,0.2228851926382091,2.18
1314,中石化,8139102.0,2318156.0,1941044.0,1363265.0,2022,-0.12,-0.0568434945280204,0.36,-0.2666880508564114,0.43
1233,天仁,406911.0,148964.0,158102.0,150985.0,2022,0.03,0.0077240477647446,0.22,0.156678520957247,0.09
9958,世紀鋼,1740857.0,651699.0,757968.0,903198.0,2022,0.05,-0.0379445296196069,1.78,-0.4000712514291711,0.68
2608,嘉里大榮,3218739.0,1060943.0,1115735.0,1008503.0,2022,0.7,0.1121187520951527,0.74,-0.0520142428886079,0.65
2385,群光,28651801.0,10302508.0,10261684.0,10096600.0,2022,2.5,0.0756712989874528,2.25,0.1582244043004408,2.97
2855,統一證,1676488.0,597285.0,485770.0,954956.0,2022,0.28,0.2384311727850124,0.15,-0.2537174500560382,0.46
6416,瑞祺電通,1255429.0,371382.0,421679.0,550129.0,2022,1.81,0.1086807776465256,0.62,0.0969750495494032,1.9
2912,統一超,71130619.0,25537871.0,25652734.0,24656273.0,2022,2.36,0.0408749711569359,1.98,0.1630649105806787,2.58
2880,華南金,,6118042.0,5166107.0,4751869.0,2022,0.31,0.0,0.36,0.3022011901926491,0.43
5469,瀚宇博,11588724.0,4179502.0,4139143.0,4443544.0,2022,1.34,0.0906177418670079,2.67,-0.1330722560438079,2.57
3305,昇貿,2258709.0,670145.0,642761.0,623183.0,2022,1.08,0.0600630714270851,1.45,0.0444675459076642,0.42
2247,汎德永業,12890476.0,3328431.0,3713052.0,3967457.0,2022,4.95,0.0310240676915266,3.57,-0.059044120536445,4.38
6790,永豐實,2439147.0,776555.0,840132.0,888354.0,2022,0.64,0.0716754668742802,3.39,0.0040196729959169,0.57
5880,合庫金,,6505321.0,4795374.0,3957459.0,2022,0.32,0.0,0.44,0.2094417321400019,0.42
6405,悅城,99018.0,23673.0,18034.0,26895.0,2022,-0.29,-0.1900159566947423,0.17,-0.5427009484806924,0.46
2444,兆勁,395644.0,113399.0,150337.0,141019.0,2022,0.0,0.0019411390037508,0.12,-0.1992557390708742,0.5
3049,精金,618692.0,143027.0,148036.0,212226.0,2022,0.12,0.1616216146321594,0.24,-0.5049050150923542,-0.1
3048,益登,27448291.0,9072811.0,10912095.0,11784120.0,2022,1.0,0.0099501641103994,1.01,0.0778268239655801,0.64
2461,光群雷,1669309.0,511005.0,518532.0,541550.0,2022,0.46,0.0209200333790808,0.82,0.0807029787774007,0.43
4746,台耀,838218.0,340174.0,279054.0,404808.0,2022,-0.07,-0.0593318206003688,-4.01,0.7751789926315569,4.09
1104,環泥,1748604.0,580420.0,605512.0,597159.0,2022,0.5,0.1942034903271409,0.3,0.175562747854125,0.88
6184,大豐電,499399.0,165923.0,166828.0,169774.0,2022,0.9,0.2686829569142109,1.08,0.0139947321139379,0.63
9945,潤泰新,7646569.0,2846856.0,2323847.0,2627721.0,2022,2.87,0.7992860588847103,-0.03,-0.0269677215161751,-0.12
3535,晶彩科,456030.0,114053.0,155401.0,149502.0,2022,1.03,0.1782404666359669,0.11,-0.3059894486397021,1.36
1720,生達,1481061.0,462839.0,509036.0,577234.0,2022,1.28,0.2226748256823993,0.89,0.2909856184940143,1.33
1617,榮星,1003584.0,278889.0,248161.0,276154.0,2022,0.21,0.0289881066258529,0.32,-0.3622303836373283,0.04
2485,兆赫,1363670.0,589100.0,655975.0,620468.0,2022,-0.03,-0.0104035433792633,-0.1,0.0078854935319792,0.25
9917,中保科,3791806.0,1246390.0,1300543.0,1254190.0,2022,1.27,0.1492721410325317,1.39,0.1111824327637407,1.44
2617,台航,1003188.0,334578.0,329693.0,307881.0,2022,2.54,1.0565766336917906,1.16,0.1404487105196779,0.74
5234,達興材料,1048118.0,250165.0,252786.0,224624.0,2022,1.36,0.1335431697576036,1.85,-0.3627067607879901,0.35
4952,凌通,1019027.0,245525.0,231324.0,213000.0,2022,2.0,0.2136057238915161,2.03,-0.2573014504590347,1.07
2434,統懋,26754.0,7060.0,7716.0,8377.0,2022,-0.49,-0.6701427823876803,-0.33,-0.4631586951562618,0.62
1615,大山,1043839.0,263424.0,415238.0,344482.0,2022,0.62,0.0822502320760193,0.25,-0.3149116670264309,0.37
2010,春源,6567063.0,2053870.0,2040228.0,2053172.0,2022,0.36,0.0356017598734776,0.51,-0.0956234032603651,0.12
2458,義隆,4148548.0,1076225.0,843824.0,899145.0,2022,2.75,0.1833366758682797,4.7,-0.3531621414511743,1.83
4960,誠美材,2937525.0,775995.0,605699.0,521815.0,2022,0.33,0.0734546940026042,0.37,-0.1380955342842481,0.36
8021,尖點,892309.0,284177.0,290389.0,298238.0,2022,0.87,0.1417020337125368,0.93,-0.1597592021501497,0.3
2836,高雄銀,,309915.0,303639.0,295929.0,2022,0.21,0.0,0.19,-0.0651103019918611,0.18
1323,永裕,896161.0,321947.0,327512.0,315654.0,2022,0.21,0.0537414594029421,0.73,0.0263516119879749,0.55
1215,卜蜂,6839204.0,2400161.0,2393814.0,2418414.0,2022,1.82,0.0718922845407155,1.07,0.1177061179594476,1.01
1218,泰山,2741171.0,1023417.0,1054476.0,1063747.0,2022,0.27,0.0484836589909932,0.29,0.142865917052585,0.32
2753,八方雲集,1694531.0,591395.0,593994.0,590866.0,2022,2.52,0.0967264688577547,6.53,0.2141365781753306,2.69
1455,集盛,2553559.0,742046.0,694537.0,713084.0,2022,-0.06,-0.0132430854348773,-0.16,-0.2636701287902017,-0.42
1809,中釉,656212.0,224533.0,236585.0,261115.0,2022,0.21,0.0576277178716634,0.04,0.0564369665659787,0.23
1409,新纖,,4072380.0,4216488.0,3883592.0,2022,0.51,0.0,0.75,0.112235441986302,0.69
1417,嘉裕,308900.0,120361.0,117306.0,154084.0,2022,0.01,0.0074813855616704,0.13,0.2156571624801786,0.27
8476,台境*,587232.0,234158.0,258112.0,267824.0,2022,0.31,0.0414538036074328,-0.42,5.9522282592559606,1.03
1423,利華,41635.0,10059.0,14789.0,9251.0,2022,0.1,0.355830431127657,-0.26,0.2010746268656715,0.14
8011,台通,363898.0,133888.0,156657.0,169209.0,2022,-0.65,-0.2832909221814904,-0.49,-0.1824532265155586,-0.18
6176,瑞儀,11022003.0,5984875.0,6052612.0,5960827.0,2022,3.57,0.1509163987707134,3.27,0.324317973063009,3.96
2465,麗臺,1100070.0,344049.0,291995.0,978975.0,2022,-1.25,-0.0606879562209677,1.64,-0.530904108094842,-1.01
2481,強茂,3485093.0,1113783.0,1004167.0,1050617.0,2022,1.49,0.1587260368661611,1.88,-0.0860375289977031,1.12
2231,為升,842341.0,294771.0,309060.0,347472.0,2022,0.97,0.0838662726852901,1.03,0.0222964396445888,1.04
2340,台亞,1328448.0,363382.0,354487.0,340961.0,2022,0.33,0.1062804114274702,0.62,-0.3778110328437533,0.24
2546,根基,2809119.0,1261109.0,1339321.0,1205979.0,2022,1.39,0.0525538433936049,1.45,1.0314419413816154,2.04
1438,三地開發,455699.0,0.0,0.0,1.0,2022,5.61,0.8766422572794762,0.31,-1.0,-0.31
9938,百和,5035531.0,1340178.0,1476959.0,1254333.0,2022,1.87,0.1501283578633514,1.17,0.0207877911715106,1.35
4564,元翎,423262.0,152461.0,146576.0,170034.0,2022,0.02,0.0072650037092864,0.49,-0.3097408036219581,-0.02
1608,華榮,2759429.0,976010.0,857290.0,953769.0,2022,-0.31,-0.0503705657945901,0.24,0.0765869015131626,0.02
2618,長榮航,33331383.0,11866739.0,12014621.0,11323698.0,2022,0.34,0.0596456498669737,0.3,0.426497004314446,0.23
3321,同泰,551976.0,124415.0,104049.0,99633.0,2022,0.18,0.0514605707494528,-0.1,-0.373807786194227,-0.42
1718,中纖,,2952896.0,2973454.0,2779499.0,2022,-0.13,0.0,0.06,0.0252609160454297,-0.26
1760,寶齡富錦,814792.0,159290.0,345476.0,156797.0,2022,1.88,0.1978149024536323,0.77,-0.0681307623906023,0.91
3714,富采,7780726.0,2316152.0,2282902.0,2085248.0,2022,0.57,0.0328004096275848,1.91,-0.3054987337278178,-0.56
2106,建大,10451122.0,3316596.0,3535890.0,3484075.0,2022,0.5,0.043863902842202,0.24,0.0533002452389286,0.25
2368,金像電,8456949.0,2667513.0,2960443.0,2977499.0,2022,2.7,0.1727540274867449,1.46,0.1506039401145378,2.7
9904,寶成,68337874.0,23003923.0,23094171.0,22878710.0,2022,1.72,0.0888410722288492,0.87,0.3432429265066032,1.94
4119,旭富,181361.0,49649.0,124845.0,130095.0,2022,1.47,0.7738267874570608,0.22,-0.465674404588943,0.51
6142,友勁,609548.0,302819.0,360623.0,405765.0,2022,0.09,0.0504226082277359,-0.65,0.4348823214446482,0.25
2059,川湖,1936635.0,714280.0,723298.0,712808.0,2022,10.48,0.5158927727733931,6.62,0.2883791905512607,15.56
6706,惠特,1472341.0,346597.0,214009.0,225705.0,2022,4.25,0.2122117091081481,4.49,-0.3099581113473653,3.33
6214,精誠,7696011.0,2852649.0,2817723.0,2876182.0,2022,0.63,0.0212881712357219,0.93,0.1246110389443992,1.26
4919,新唐,11180422.0,3320548.0,3485293.0,3594657.0,2022,3.23,0.1215778796184974,1.56,-0.0490282500826235,2.26
3380,明泰,8287178.0,2756213.0,3058273.0,3416384.0,2022,0.45,0.038618695049147,0.21,0.3360192224542464,0.58
6136,富爾特,125399.0,36608.0,40997.0,39465.0,2022,-0.01,-0.009449836123095,0.77,-0.4288032454361055,0.93
6183,關貿,528829.0,160456.0,194869.0,161879.0,2022,0.76,0.2167827407347176,0.61,0.0979758858065664,0.75
9919,康那香,686940.0,309769.0,297823.0,321690.0,2022,-0.4,-0.1142166710338603,-0.07,0.0861579890391552,-0.28
6177,達麗,2507253.0,61937.0,106544.0,1300482.0,2022,0.69,0.107498126435585,0.93,-0.8824028646940884,1.05
1307,三芳,2701662.0,923832.0,1118509.0,1021629.0,2022,0.41,0.059266111008705,-0.41,0.4869697481832009,0.46
1326,台化,107791185.0,31249506.0,28666166.0,30822873.0,2022,1.07,0.0729020002887991,1.63,0.0333618457529794,0.43
9914,美利達,8808535.0,3256264.0,3021291.0,3156527.0,2022,3.18,0.1088620298381058,4.07,0.0616966597740229,3.1
2301,光寶科,42957305.0,14799908.0,15434850.0,15937899.0,2022,1.74,0.0924082644383766,1.33,0.0796746482354358,1.85
1806,冠軍,833565.0,235289.0,244575.0,223344.0,2022,-0.15,-0.0826882126768758,2.62,-0.2266386626435534,0.13
2908,特力,10193431.0,2946815.0,2977229.0,3254232.0,2022,0.18,0.0092133845807167,0.36,-0.1852014782871732,0.29
2406,國碩,1896047.0,597781.0,505943.0,536940.0,2022,-0.04,-0.0214034778673735,-0.25,-0.1365152414670751,-0.02
2371,大同,6822835.0,2301653.0,2406367.0,2511741.0,2022,0.19,-0.0088363561481407,0.31,-0.0209864601836161,3.47
4164,承業醫,692195.0,216226.0,233463.0,367725.0,2022,0.69,0.1704996424417974,0.43,0.6405365624193866,0.63
4572,駐龍,173629.0,50043.0,59544.0,62586.0,2022,1.56,0.3225037292157416,0.5,0.1633037333209355,1.91
1527,鑽全,1126779.0,304470.0,318364.0,287717.0,2022,1.51,0.1850114352503907,0.81,-0.2969902677241713,1.82
6698,旭暉應材,341573.0,91363.0,80114.0,104223.0,2022,0.02,0.0366744444086622,0.06,0.2146104759372507,-0.25
3029,零壹,2967967.0,952558.0,1623480.0,1179344.0,2022,0.92,0.0477208809936229,1.43,0.0290303937084428,1.25
3003,健和興,1288670.0,424833.0,369883.0,468763.0,2022,1.75,0.2126393878960478,1.27,0.06276000950606,1.72
4540,全球傳動,991041.0,329530.0,283229.0,250471.0,2022,0.57,0.0545154034999561,1.19,0.0249766718506998,1.15
2471,資通,189324.0,74254.0,68149.0,54854.0,2022,0.73,0.1814402822674357,1.28,-0.056852533976883,1.02
1453,大將,23658.0,30291.0,39629.0,28514.0,2022,-0.48,-2.014794149970412,-0.02,796.1315789473684,0.01
2489,瑞軒,4494084.0,1025750.0,1318705.0,1535977.0,2022,-0.5,-0.0856557198307819,-0.12,-0.468035176319825,1.5
3338,泰碩,1206708.0,405149.0,413297.0,402394.0,2022,0.89,0.0650439045734345,0.64,-0.0574554607929351,0.91
3703,欣陸,8241130.0,2009945.0,2084366.0,2118905.0,2022,1.15,0.110474655781428,0.22,0.2569517273553325,0.56
6005,群益證,1456460.0,927194.0,959265.0,407609.0,2022,-0.12,-0.1329559342515414,0.59,-0.3669241683315285,0.11
2449,京元電子,9928261.0,3196133.0,2891833.0,2932369.0,2022,1.65,0.2079089177852999,1.25,0.0808145810563678,1.22
5484,慧友,63282.0,30025.0,32212.0,34578.0,2022,-0.59,-0.6307322777409058,-0.44,-0.1220503523494839,0.04
